Code,Name,Bao hanh,Base_price,Slase_price,Img_directory,Thong so san pham
PWFP040,Nguồn FSP Power Supply HYDRO-GE Series Model HGE650 Active PFC (80 Plus  Gold/Full Modular/ ATX/Màu Đen),24 tháng,2599000,2299000,img/PSU/250_40894_fsp_power_supply_hydro_ge_series_model_hge650_0001_2.jpg,"- Tuân thủ ATX12 v2.4 & EPS12 v2.92.- Hiệu quả cao ≧ 90%.- PFC hoạt động ≧ 0,9.- Đạt chứng nhận 80PLUS® GOLD.- Nhãn dán có thể thay đổi cho những người đam mê DIY và game thủ."
PWGM004,Nguồn GAMEMAX VP350 - 350W (Tray/Màu Đen),24 tháng,0,449000,img/PSU/250_50770_nguon_gamemax_vp350_350w_mau_den_0003_1__1_.jpg,"- Nguồn Gamemax phiên bản đặc biệt dùng cho máy văn phòng , máy chơi game có màng bọc chống côn trung phòng tránh cháy nổ ..- Mạch in(PCB) 2 lớp đồng, nguồn hoạt động ổn định hơn, mát hơn, mạnh mẽ hơn..- Lá tản nhiệt mạnh mẽ đảm bảo hệ thống chạy liên tục"".- Hệ dây mở rộng, hoàn hảo cho hệ thống đi dây máng cáp.- Nguồn có chức năng ECO tiết kiệm điện chống ồn."
PWFP011,Nguồn FSP Power Supply HYDRO Series Model HD700  Active PFC (80 Plus  Bronze/Màu Đen),24 tháng,1799000,1699000,img/PSU/250_31136_nguon_fsp_hydro_series_700w_model_hd700_0001_2.jpg,
PWFP053,FSP Power Supply HYDRO G PRO Series Model HG2-1000 - Active PFC - 80 Plus Gold - Full Modular,24 tháng,3899000,3599000,img/PSU/250_51460_fsp_power_supply_hydro_g_pro_series_model_hg2_1000_active_pfc_80_plus_gold_full_modular_0001_2.jpg,- Hiệu suất trên 90%.- Hệ thống tuỳ chỉnh quạt thông minh.- Quạt 120mm trang bị trục bi bền bỉ.- Dây cable đen phù hợp với thiết kế các cỗ máy cao cấp.- Dòng 12V singe rail mạnh mẽ.
PWFP041,Nguồn FSP Power Supply HYDRO PTM+ Series 1200W Active PFC (80 Plus  Platinum/Full Modular/Màu Đen),24 tháng,0,13999000,img/PSU/250_41279_fsp_power_supply_hydro_ptm_series_1200w_active_pfc_80_plus_platinum_full_modular_0004_5.jpg,"- Tiêu chuẩn ATX12V v2.4 & EPS12V v2.92.- Hiệu suất cao ≥ 92%.- PFC hoạt động ≥ 0,9.- Tuân thủ chứng nhận 80PLUS® PLATINUM.- Hệ thống làm mát hybrid với Quạt 135mm & làm mát bằng chất lỏng."
PWFP042,Nguồn FSP Power Supply HYPER K Series HP500 Active PFC (80 Plus  Standard/Màu Đen),24 tháng,1139000,999000,img/PSU/250_41683_fsp_power_supply_hyper_k_series_hp500___active_pfc___80_plus_standard_box__kem_day_nguon_0001_2.jpg,"- Đạt tiêu chuẩn ATX 12V v2.4 & EPS 12V v2.92.- Đạt hiệu suất 85%.- Active PFC, hệ số công suất ≧ 99%.- Thiết kế đường Sngle Rail 12V.- Đầu nối card đồ họa PCI-Express 6 + 2 pin."
PWFP046,Nguồn FSP Power Supply AX Series 350ATX  Model AX270-50WPN   Active PFC (Tray/không kèm dây nguồn/có cable PCI-E/Màu Trắng),24 tháng,479000,399000,img/PSU/250_45512_fsp_power_supply_ax_series_350atx_model_ax250_50wpn_active_pfc_tray_khong_kem_day_nguon_co_pci_e_0001_2.jpg,"- Nguồn Máy Tính Power FSP ATX 350W Công Suất Thực.- Giá thành hợp lý, thích hợp cho các máy tính văn phòng.- Có kèm cable PCI-E, có thể sử dụng cho các card đồ hoạ rời."
PWAE004,Nguồn Aero Cool Lux RGB 550W ( 80 Plus Bronze/Màu Đen/Led RGB),36 tháng,1059000,959000,img/PSU/250_52590__aero_cool_lux_rgb_550w__4_.jpg,- Tích hợp lên tới 13 hiệu ứng LED RGB.- Khả năng đồng bộ LED RGB 5v với mainboard.- Tăng cường độ thoáng khí lên tới 30%.- Tiêu chuẩn 80Plus 230V EU Bronze hiệu suất trên 88%.- Quạt màu đen 12cm với khả năng điều chỉnh tốc độ dựa trên nhiệt độ.
PWCO073,Nguồn Corsair RM Series RM850 - 850W (80 Plus  Gold Certified Full Modular/Màu Đen),24 tháng,0,3249000,img/PSU/250_48214____nh______i_di___n_0007_8.jpg,"- Chứng nhận 80 PLUS Gold: hoạt động hiệu quả , tiết kiệm điện năng, ít tiếng ồn và nhiệt độ mát hơn..- Tự điều chỉnh tiếng ồn khi hoạt động: quạt 135mm với đường cong quạt được tính toán đặc biệt đảm bảo tiếng ồn khi hoạt động được giữ ở mức tối thiểu, ngay cả khi hoạt động tối đa công suất.- Sử dụng tụ điện 105 ° C: tụ điện cấp công nghiệp cho hiệu suất cao và hoạt động ổn định.- Tương thích với chế độ chờ mới nhất của Microsoft: thời gian thức dậy cực nhanh và hiệu quả tải thấp tốt hơn..- Chế độ quạt Zero RPM: ở mức tải thấp và trung bình Quạt làm mát tắt hoàn toàn cho hoạt động gần như im lặng.."
PWJE008,Nguồn Jetek M600 600W (Màu Đen/Led RGB ),24 tháng,0,1149000,img/PSU/250_49300_nguon_may_tinh_jetek_m_rgb_80_plus_white__1_.jpg,"- Hiệu suất cao lên tới 80%.- Thiết kế cấu truc tổ ong, tối ưu luồng gió lưu thông làm mát.- Ngõ ra điện áp +12V tăng cường công suất, mở rộng khả năng sử dụng.- Quạt làm mát 12cm đem lại sự yên tĩnh khi hoạt động.- DC to DC Converter."
PWAE005,Nguồn Aero Cool Lux RGB 650W ( 80 Plus Bronze/Màu Đen/Led RGB),36 tháng,1349000,1199000,img/PSU/250_52591__aero_cool_lux_rgb_650w__4_.jpg,- Tích hợp lên tới 13 hiệu ứng LED RGB.- Khả năng đồng bộ LED RGB 5v với mainboard.- Tăng cường độ thoáng khí lên tới 30%.- Tiêu chuẩn 80Plus 230V EU Bronze hiệu suất trên 88%.- Quạt màu đen 12cm với khả năng điều chỉnh tốc độ dựa trên nhiệt độ.
PWGM001,Nguồn GAMEMAX VP450 - 450W (Màu Đen),24 tháng,0,649000,img/PSU/250_50763_nguon_gamemax_vp450_450w_mau_den_0005_1__1_.jpg,"- Nguồn Gamemax phiên bản đặc biệt dùng cho máy văn phòng , máy chơi game có màng bọc chống côn trung phòng tránh cháy nổ ..- Mạch in(PCB) 2 lớp đồng, nguồn hoạt động ổn định hơn, mát hơn, mạnh mẽ hơn..- Lá tản nhiệt mạnh mẽ đảm bảo hệ thống chạy liên tục"".- Hệ dây mở rộng, hoàn hảo cho hệ thống đi dây máng cáp.- Nguồn có chức năng ECO tiết kiệm điện chống ồn."
PWCO072,Nguồn Corsair RM Series RM750 - 750W (80 Plus  Gold Certified Full Modular/Màu Đen),24 tháng,0,2949000,img/PSU/250_48213_nguon_corsair_rm_series_rm750_750_watt_80_plus_gold_certified_fully_modular_0007_8.jpg,"- Chứng nhận 80 PLUS Gold: hoạt động hiệu quả , tiết kiệm điện năng, ít tiếng ồn và nhiệt độ mát hơn..- Tự điều chỉnh tiếng ồn khi hoạt động: quạt 140mm với đường cong quạt được tính toán đặc biệt đảm bảo tiếng ồn khi hoạt động được giữ ở mức tối thiểu, ngay cả khi hoạt động tối đa công suất.- Sử dụng tụ điện 105 ° C: tụ điện cấp công nghiệp cho hiệu suất cao và hoạt động ổn định.- Tương thích với chế độ chờ mới nhất của Microsoft: thời gian thức dậy cực nhanh và hiệu quả tải thấp tốt hơn..- Chế độ quạt Zero RPM: ở mức tải thấp và trung bình Quạt làm mát tắt hoàn toàn cho hoạt động gần như im lặng.."
PWGM002,Nguồn GAMEMAX VP500 - 500W (80 Plus/Màu Đen),24 tháng,0,769000,img/PSU/250_50764_nguon_gamemax_vp500_500w_80_plus_mau_den_0003_1__1_.jpg,"- Nguồn Gamemax phiên bản đặc biệt dùng cho máy văn phòng , máy chơi game có màng bọc chống côn trung phòng tránh cháy nổ ..- Mạch in(PCB) 2 lớp đồng, nguồn hoạt động ổn định hơn, mát hơn, mạnh mẽ hơn..- Lá tản nhiệt mạnh mẽ đảm bảo hệ thống chạy liên tục"".- Hệ dây mở rộng, hoàn hảo cho hệ thống đi dây máng cáp.- Nguồn có chức năng ECO tiết kiệm điện chống ồn."
PWAS001,Nguồn Asus ROG Thor 850W Platinum - RGB 850W 80 Plus Platinum Full Modular,120 tháng,0,5689000,img/PSU/250_45769_rog_thor_850p_4.jpg,
PWGM003,Nguồn GAMEMAX VP600 - 600W (80 Plus/Màu Đen),24 tháng,0,869000,img/PSU/250_50765_nguon_gamemax_vp600_600w_80_plus_mau_den__4_.jpg,"- Nguồn Gamemax phiên bản đặc biệt dùng cho máy văn phòng , máy chơi game có màng bọc chống côn trung phòng tránh cháy nổ ..- Mạch in(PCB) 2 lớp đồng, nguồn hoạt động ổn định hơn, mát hơn, mạnh mẽ hơn..- Lá tản nhiệt mạnh mẽ đảm bảo hệ thống chạy liên tục"".- Hệ dây mở rộng, hoàn hảo cho hệ thống đi dây máng cáp.- Nguồn có chức năng ECO tiết kiệm điện chống ồn."
PWAS002,Nguồn Asus ROG Thor 1200W Platinum - RGB 1200W 80 Plus Platinum Full Modular,120 tháng,0,9189000,img/PSU/250_45770_rog_thor_1200p_4.jpg,
PWAE007,Nguồn Aerocool VX PLUS 350 230V N-PFC 350W ( Màu Đen),24 tháng,429000,389000,img/PSU/250_52788__aerocool_vx_plus_350__3_.jpg,"- Đạt tiêu chuẩn ATX12 v2.4 & EPS12 v2.92.- Hiệu suất cao ≧ 75%.- Thiết kế đường 12V Single Rail.- Quạt siêu êm 120mm.- Bảo vệ hoàn toàn: OCP, OVP, SCP, OPP, OTP."
PWFP050,Nguồn FSP Power Supply HYDRO G PRO Series Model HG2-750  Active PFC (80 Plus Gold/Full Modular/Màu Đen),24 tháng,2999000,2699000,img/PSU/250_49836_nguon_fsp_power_supply_hydro_g_pro_series_model_hg2_750_0003_4.jpg,- Đạt tiêu chuẩn ATX12V V2.52 mới nhất.- Hiệu suất 90% khi tải thông thường.- Điều khiển tốc độ quạt thông minh.- Quạt FDB 120mm yên tĩnh và tuổi thọ cao.- Thiết kế cáp dẹt.
PWXM019,Nguồn Xigmatek X-POWER II 500 450W (Màu Đen),24 tháng,0,779000,img/PSU/250_45956_nguon_xigmatek_x_power_ii_500_450w_en41831_0002_1__2_.jpg,- Seri X-Power II với hiệu năng cao.- Hiệu suất đạt trên 80%.- Đường 12V single rail với công nghệ bảo vệ mạch.- Quạt 120mm tích hợp cho lượng gió tối ưu.
PWJE010,Nguồn Jetek P700 700W (Màu Đen/Led RGB ),24 tháng,0,1739000,img/PSU/250_49302_nguon_may_tinh_jetek_p700_rgb_80_plus_bronze_0003_1__2_.jpg,"- Hiệu suất cao lên tới 85%.- Thiết kế cấu truc tổ ong, tối ưu luồng gió lưu thông làm mát.- Ngõ ra điện áp +12V tăng cường công suất, mở rộng khả năng sử dụng.- Quạt làm mát 12cm đem lại sự yên tĩnh khi hoạt động.- DC to DC Converter."
PWAE008,Nguồn Aerocool VX PLUS 400 230V N-PFC400W ( Màu Đen),24 tháng,499000,449000,img/PSU/250_52789_aerocool_vx_plus_400_230v_0000_1__4_.jpg,"- Đạt tiêu chuẩn ATX12 v2.4 & EPS12 v2.92.- Hiệu suất cao ≧ 75%.- Thiết kế đường 12V Single Rail.- Quạt siêu êm 120mm.- Bảo vệ hoàn toàn: OCP, OVP, SCP, OPP, OTP."
PWFP052,FSP Power Supply HYDRO G PRO Series Model HG2-850 - Active PFC - 80 Plus Gold - Full Modular,24 tháng,3299000,3159000,img/PSU/250_51459_fsp_power_supply_hydro_g_pro_series_model_hg2_850_active_pfc_80_plus_gold_full_modular_0001_2.jpg,- Hiệu suất trên 90%.- Hệ thống tuỳ chỉnh quạt thông minh.- Quạt 120mm trang bị trục bi bền bỉ.- Dây cable đen phù hợp với thiết kế các cỗ máy cao cấp.- Dòng 12V singe rail mạnh mẽ.
PWJE009,Nguồn Jetek P500 500W (Màu Đen/Led RGB ),24 tháng,0,1189000,img/PSU/250_49301_nguon_may_tinh_jetek_p_rgb_80_plus_bronze__3_.jpg,"- Hiệu suất cao lên tới 80%.- Thiết kế cấu truc tổ ong, tối ưu luồng gió lưu thông làm mát.- Ngõ ra điện áp +12V tăng cường công suất, mở rộng khả năng sử dụng.- Quạt làm mát 12cm đem lại sự yên tĩnh khi hoạt động.- DC to DC Converter."
PWJE007,Nguồn Jetek M600 600W (Màu Đen),24 tháng,0,1089000,img/PSU/250_49299_nguon_may_tinh_jetek_m_80_plus_standard_0001_1__1_.jpg,"- Hiệu suất cao lên tới 80%.- Thiết kế cấu truc tổ ong, tối ưu luồng gió lưu thông làm mát.- Ngõ ra điện áp +12V tăng cường công suất, mở rộng khả năng sử dụng.- Quạt làm mát 12cm đem lại sự yên tĩnh khi hoạt động.- DC to DC Converter."
PWAE009,Nguồn Aerocool VX PLUS 500 230V N-PFC 500W ( Màu Đen),24 tháng,599000,549000,img/PSU/250_52790_aerocool_vx_plus_500_0002_1__4_.jpg,"- Đạt tiêu chuẩn ATX12 v2.4 & EPS12 v2.92.- Hiệu suất cao ≧ 75%.- Thiết kế đường 12V Single Rail.- Quạt siêu êm 120mm.- Bảo vệ hoàn toàn: OCP, OVP, SCP, OPP, OTP."
PWFP003,Nguồn FSP Power Supply AX Series AX400ATX  Active PFC (Màu Đen/Không kèm dây nguồn),24 tháng,589000,539000,img/PSU/250_31128_nguon_fsp_ax_series_400atx_model_ax350_51ylc_0004_5.jpg,
PWJE005,Nguồn Jetek M500  500W (Màu Đen/Led RGB ),24 tháng,0,949000,img/PSU/250_48073_nguon_may_tinh_jetek_m_rgb_80_plus_white__1_.jpg,"- Hiệu suất cao lên tới 80%.- Thiết kế cấu truc tổ ong, tối ưu luồng gió lưu thông làm mát.- Ngõ ra điện áp +12V tăng cường công suất, mở rộng khả năng sử dụng.- Quạt làm mát 12cm đem lại sự yên tĩnh khi hoạt động.- DC to DC Converter."
PWFP034,Nguồn FSP Power Supply HYPER K Series HP600  Active PFC (80 Plus  Standard/Màu Đen),24 tháng,1369000,1199000,img/PSU/250_38048_fsp_power_supply_hyper_k_series_hp600_0001_2.jpg,"- Đạt tiêu chuẩn ATX 12V v2.4 & EPS 12V v2.92.- Đạt hiệu suất 85%.- Active PFC, hệ số công suất ≧ 99%.- Thiết kế đường Sngle Rail 12V.- Đầu nối card đồ họa PCI-Express 6 + 2 pin."
PWKE001,Nguồn Kenoo ATX550  550w (Màu Trắng),24 tháng,0,299000,img/PSU/250_50166_kenoo_atx550_550w_7.jpg,"- Nguồn KENOO phiên bản đặc biệt dùng cho máy văn phòng có màng bọc chống côn trung phòng tránh cháy nổ ..- Mạch in(PCB) 2 lớp đồng, nguồn hoạt động ổn định hơn, mát hơn, mạnh mẽ hơn..- Lá tản nhiệt mạnh mẽ đảm bảo hệ thống chạy liên tục.- Hệ dây mở rộng, hoàn hảo cho hệ thống đi dây máng cáp""."
PWFP048,Nguồn FSP HYDRO PTM+ Series 850W - Active PFC - 80 Plus Platinum - Full Modular,24 tháng,8459000,7999000,img/PSU/250_51367_nguon_fsp_hydro_ptm_series_850w_active_pfc_80_plus_platinum_full_modular_0004_5.jpg,- Hiệu suất ≥ 92%.- Tiêu chuẩn 80 Plus Platinum.- Giải pháp tản nhiệt lai với quạt 135mm và tản nhiệt nước.- +12V Single-Rail.- Full modular.
PWAC082,Nguồn Acbel iPower G550 550W (80 Plus/Màu Đen),24 tháng,0,999000,img/PSU/250_50025_acbel_ipower_g600.jpg,"- Bộ nguồn ACBEL công suất thực với đầy đủ các cổng kết nối bao gồm 1 dây 4+4 pin cho CPU, 2 dây 6+2pin cho card đồ hoạ..- Hiệu suất đạt 81%."
PWCO075,Nguồn Corsair Series CV 450 450W (80 Plus Bronze/Màu Đen),24 tháng,999000,959000,img/PSU/250_51310_corsair_series_cv_450w_1.jpg,- Bộ nguồn CORSAIR CV rất lý tưởng để cung cấp năng lượng cho PC tại nhà hoặc văn phòng mới của bạn.- Với hiệu suất 80 PLUS Bronze được đảm bảo để liên tục cung cấp toàn bộ công suất cho hệ thống của bạn..
PWSS007,Nguồn SilverStone SFX SST SX650 G 650W (80 Plus  Gold/Full Modular/Màu Đen),24 tháng,0,3389000,img/PSU/250_49168_nguon_silverstone_650w_sfx_sst_sx650_g_80_plus_gold_full_modular_0003_1__1_.jpg,- Hỗ trợ hệ số dạng SFX tiêu chuẩn.- Quạt 92mm chạy im lặng với độ ồn tối thiểu 18 dBA.- Tất cả các tụ điện Nhật Bản.- Hiệu quả cao với chứng nhận 80 PLUS Gold.- 12V Single Rail.
PWAE010,Nguồn Aerocool VX PLUS 600 230V N-PFC 600W ( Màu Đen),24 tháng,749000,689000,img/PSU/250_52791_aerocool_vx_plus_600_0000_1__4_.jpg,"- Đạt tiêu chuẩn ATX12 v2.4 & EPS12 v2.92.- Hiệu suất cao ≧ 75%.- Thiết kế đường 12V Single Rail.- Quạt siêu êm 120mm.- Bảo vệ hoàn toàn: OCP, OVP, SCP, OPP, OTP."
PWGI013,Nguồn Gigabyte GAGP-PB650 650W  Active PFC (80 Plus  Bronze/Màu Đen),24 tháng,0,1989000,img/PSU/250_46740_nguon_gigabyte_gagp_pb650_650w_active_pfc_80_plus_bronze_0003_1__1_.jpg,"- Chứng nhận 80 PLUS bronze: hiệu suất lên tới 89%.- Tụ điện nhật bản 100%.- Quạt trục thủy lực 120mm (HYB).- Single +12V rail.- Tiêu chuẩn ErP LOT6 2013 (<0,5W ở chế độ chờ)."
PWFP054,FSP Power Supply SFX PRO Series Model FSP450-50SAC Active PFC - 80 Plus Bronze  -  SFX,24 tháng,1859000,1659000,img/PSU/250_52846_fsp_power_supply_sfx_pro_series_model_fsp450_50sac_active_pfc___80_plus_bronze___sfx__2_.jpg,- Đáp ứng tiêu chuẩn mới nhất SFX12V V3.3.- Hiệu năng  ≧ 85%.- Quạt điều chỉnh tốc độ thông minh.- Tiêu chuẩn 80 Plus Bronze.- Khung hỗ trợ lắp vừa cho vị trí nguồn ATX PS2 thông thường.
PWXT001,Nguồn máy tính XTECH XT- 350W (Màu Đen/Fan Đỏ),36 tháng,559000,379000,img/PSU/250_55611_xtech_350_0001_350full2.jpg,
PWCO096,Nguồn Corsair HX1200 1200W (80 Platinum/Màu Đen/Full Modul),120 tháng,6999000,6649000,img/PSU/250_55709_corsair_hx1200__0006_1__1_.jpg,"- Dòng sản phẩm nguồn Corsair HX seri đạt tiêu chuẩn 80 Plus Platinum cho hiệu suất cao nhất đồng thời đem lại độ ổn định tối đa cho bộ máy của bạn..- Với chế độ Zero RPM fan mode, quá trình hoạt động của nguồn là hoàn toàn yên tĩnh khi quạt dừng hoàn toàn ở các mức tải thấp.- Công suất 850W phù hợp với các bộ máy cao cấp hiện nay."
PWCO076,Nguồn Corsair Series CV 550 550W (80 Plus Bronze/Màu Đen),24 tháng,1399000,1229000,img/PSU/250_51311_corsair_series_cv_550_1.jpg,- Bộ nguồn CORSAIR CV rất lý tưởng để cung cấp năng lượng cho PC tại nhà hoặc văn phòng mới của bạn.- Với hiệu suất 80 PLUS Bronze được đảm bảo để liên tục cung cấp toàn bộ công suất cho hệ thống của bạn..
PWCM099,Nguồn Cooler Master MWE Gold 650 (80 Plus  Gold Full Modular/Màu Đen),24 tháng,2450000,1999000,img/PSU/250_47093_nguon_may_tinh_cooler_master_mwe_gold_650_full_modular_0004_1__2_.jpg,- Chứng nhận chuẩn 80 PLUS GOLD.- Quạt làm mát vòng bi LDB 120mm.- Bảng mạch cao cấp.- Dây cáp cắm rời dẹt toàn bộ.- Bảo hành 5 năm.
PWCO077,Nguồn Corsair SF750 - 80 PLUS® Platinum 750W SFX ,84 tháng,3989000,3849000,img/PSU/250_53047_corsair_sf750_0004_1__2_.jpg,"- Bộ nguồn với công suất cực kỳ mạnh mẽ, sẵn sàng cung cấp năng lượng cho các PC dạng nhỏ tiên tiến nhất với 750 watt..- Đạt tiêu chuẩn 80 Plus Platinum hiệu suất và độ tin tưởng cực kỳ cao.- Kích thước chuẩn SFX vô cùng nhỏ gọn, vừa vặn với các không gian hạn chế..- Kết nối dạng Full modular có thể tùy chỉnh hoặc cắm thiết bị tùy ý."
PWCO097,Nguồn Corsair AX1600i 1600W (80 Plus Titanium/ Full Modular/Màu Đen),120 tháng,12999000,12599000,img/PSU/250_55710_42592_nguon_corsair_axi_seriestmax1600i_1600_watt_80_plus_titanium_certified_fully_modular_0010_11.jpg,"- Cung cấp 1600W công suất siêu ổn định, chứng nhận 80 PLUS Titanium.- 100% Tụ điện Nhật Bản 105 ° C , sử dụng các linh kiện cao cấp và thiết kế kỹ thuật số mang lại hiệu quả trên 94%. Tương thích với hoạt động với phần mềm CORSAIR iCUE.- PSU duy nhất sử dụng các bóng bán dẫn PFC Gallium Nitride (GaN) Totem cho hiệu quả vượt trội trong không gian nhỏ hơn so với các bộ phận silicon truyền thống.- Cho ra điện áp cực kỳ ổn định với độ nhiễu cực thấp. Tuổi thọ lên đến 100.000 giờ.- Giám sát và kiểm soát phần mềm CORSAIR LINK mạnh mẽ cho phép bạn giám sát và điều chỉnh các cài đặt nguồn PSU và chuyển từ bảo vệ đơn quá mức sang đa dòng (OCP) một cách nhanh chóng."
PWFP007,Nguồn FSP Power Supply HYPER Series Model HP500 Active PFC (80 Plus  Standard/Màu Đen),24 tháng,1299000,1199000,img/PSU/250_31132_nguon_fsp_hyper_series_500w_model_hp500_0001_2.jpg,
PWTH056,Nguồn Thermaltake Toughpower iRGB 850w (80 Plus  Platinum/Màu Đen/Fan RGB),24 tháng,0,4689000,img/PSU/250_44834_nguonthermaltaketoughpowerirgb850w_platinum_0001_ps_tpi_0850f2fdpx_1_247017f0fedf42b998aed9f8163d2a9f.jpg,"- LED RGB 16,8 triệu màu  bởi 12 đèn LED RGB có thể tùy chỉnh 7 chế độ sáng khác nhau.- Thiết kế mạch mới với bộ điều khiển kỹ thuật số PFC & LLC và MCU 32Bit có tác dụng giảm nhiễu gợn, cho ra điện áp ổn định.- 100% Tất cả các tụ điện 105 ° C / 221 ° F của Nhật Bản: Các bộ phận bên trong cao cấp cải thiện đáng kể độ bền, mang lại độ ổn định và độ tin cậy cao nhất.- Phần mềm quản lý thông minh giúp đồng bộ hóa các thiết bị LED tương thích và kết nối hài hòa vào tổng thể hệ thống."
PWCO079,Nguồn  Corsair SF600 - 80 PLUS® Platinum 600W SFX ,24 tháng,3899000,3599000,img/PSU/250_53484_corsair_sf600_0006_1__2_.jpg,- Dòng sản phẩm nguồn form SFX vô cùng nhỏ gọn nhưng đem lại công suất ấn tượng..- Đáp ứng được tiêu chuẩn 80 Plus Platinum cao cấp.- Sẵn sàng cấp nguồn cho linh kiện của các bộ máy mini nhưng có cấu hình cao.
PWCM137,Nguồn máy tính Cooler Master MWE V2 230V 550 550W Plus Bronze  (80 Plus Bronze/Màu Đen) ,60 tháng,1399000,1299000,img/PSU/250_55755__cooler_master_mwe_v2_230v_550_550w_plus_bronze_0005_1__4_.jpg,"- Kháng nhiệt độ cao.- Chịu quá tải.- Hiệu suất hoạt động đạt chuẩn 80 PLUS Bronze 230V EU.- Bền bỉ, tin cậy và an toàn.- Bảo hành 5 năm."
PWCM118,Nguồn Cooler Master MWE Bronze V2 700w (80 Plus  Bronze/Màu Đen),24 tháng,0,1799000,img/PSU/250_47625_nguon_may_tinh_cooler_master_mwe_bronze_v2_700w_80_plus_bronze_0000_1__5_.jpg,- Chứng nhận chuẩn 80 PLUS Bronze .- Thiết kế cuộn cảm DC-DC.- Sử dụng tụ điện chất lượng cao.- Quạt trục bi 120mm HDB bền bỉ.
PWCM138,Nguồn máy tính Cooler Master MWE GOLD 750 - V2  750W ( 80 Plus Gold/Màu Đen/Full Modular),60 tháng,2899000,2699000,img/PSU/250_55756_cooler_master_mwe_gold_750___v2__750w_0006_1__4_.jpg,- Hiệu suất 80 Plus Gold.- 2 đầu cắm EPS 8 pin cấp nguồn cho CPU.- Quạt HDB 120mm hoạt động êm ái.- Cáp nguồn dạng dẹt cho độ thẩm mỹ cao dẹt.- Bảo hành 5 năm.
